Title,Price,Location,Date Posted,Description,URL,eBay Search Query
For SALE- Must Sell Everything!!,$0,Binghamton,2025-02-28T15:16:45-0500,"QR Code Link to This Post


Must sell!! Moving!!
COME ONE COME ALL --
ITEMS YOU MIGHT WANT OR NEED

CASH ONLY!!
YOU COME AND PICK UP
SOME PRICES CAN BE NEGOTIATED

Household Items--Couch -many other items
Check it out and get back to see what is available

CASH ONLY!
You come and pick up

We have a STAR WARS ARCADE -- Great Condition and Working $450

Air Beds-2 -Queen Size -$20 each
or both for $35

Kerosene Lantern-$20

Pack and Pay Pen
with carrier $30

Collector dolls $10 each

290 Legos plus Box -$125

Speaker $25

End tables-$150

Couch with Chase Lounge $650 or Good Offer

Craftsman Riding Mower-$700--
**(Maybe needs front tires, Rebuilt last year, New Blades, New belts, New Battery,
New oil Filter, New fuel filter, new key) **

OTHER ITEMS FOR SALE ON FACEBOOK Marketplace

any questions, contact Jeana

post id:  show contact info


posted: 18 days ago

updated: about 3 hours ago",https://syracuse.craigslist.org/for/d/binghamton-for-sale-must-sell-everything/7830653002.html,"""for sale- must sell everything!! Link"" -parts -repair"
"Peavey "" BANDIT 112 "" Amp",$300,Auburn,2025-02-05T13:49:36-0500,"QR Code Link to This Post


Recently professional serviced. Performs and working as it should. Great amp. Sheffield speaker, loop for pedals.  Transtube technology.",https://syracuse.craigslist.org/msg/d/auburn-peavey-bandit-112-amp/7824253356.html,"""peavey "" bandit 112 "" amp"" -parts -repair"
SUPER LOUD HORN AND VOICE AMPLIFIER,$75,AUBURN,2025-02-09T19:21:17-0500,"QR Code Link to This Post


SUPER LOUD HORN AND VOICE AMPLIFIER. ""TRAFFIC BULL"" 100 WATT ELECTRONIC AIR HORN WITH P.A. VOICE ( MIC) AMPLIFIER. COMPARE IT TO THE COMPETITORS ELECTRONIC AIR HORNS THAT SELL ANYWHERE FROM $150 TO $200. YOU ARE PAYING ONLY A FRACTION OF THE COST AND GETTING THE SAME EXCELLENT QUALITY PRODUCT. NOTE: THESE ARE 100% LEGAL TO USE IN YOUR VEHICLE, UNLIKE THOSE UNITS THAT HAVE SIRENS WHICH WILL GET YOU INTO TROUBLE WITH THE LAW AND ARE VERY MUCH ILLEGAL TO USE IN YOUR VEHICLE, UNLESS YOU ARE EITHER A POLICE OR FIRE DEPT. WORKS GREAT WITH ANY 100 WATT SIREN SPEAKER, WHICH YOU WILL NEED TO HAVE ALREADY. IF YOU NEED A SPEAKER FOR THIS, I DO SELL THEM FOR AN ADDITIONAL $45. INCLUDED IS THE MICROPHONE, MIC CLIP, WIRING HARNESS, MOUNTING BRACKET AND ALL HARDWARE. VERY SIMPLE 4 WIRE HOOKUP. RED WIRE TO 12V POSITIVE, BLACK WIRE TO 12V NEGATIVE, AND 2 GREEN WIRES TO SPEAKER. PLUG IN THE MIC, JUST TURN THE UNIT ""ON"" WITH THE ON/OFF VOLUME CONTROL SWITCH, AND ADJUST THE VOLUME TO YOUR DESIRED LEVEL. I USE THE MAXIMUM LEVEL BECAUSE I LIKE TO BE HEARD!
5 UNITS ARE AVAILABLE.",https://syracuse.craigslist.org/for/d/auburn-super-loud-horn-and-voice/7825419285.html,"""super loud horn and voice amplifier"" -parts -repair"
2 Manual Speaker Selectors,$10,North Syracuse,2025-02-23T20:48:01-0500,"QR Code Link to This Post


2 Manual Speaker Selectors. $ 10. each",https://syracuse.craigslist.org/ele/d/syracuse-manual-speaker-selectors/7829271655.html,"""2 manual speaker selectors"" -parts -repair"
"Realistic 4"" HI-FI Speaker",$8,North Syracuse,2025-02-23T17:43:25-0500,"QR Code Link to This Post


Realistic Speaker model no. 40-1204, 4"" 3-4 Ohm.
Original new stock.",https://syracuse.craigslist.org/ele/d/syracuse-realistic-hi-fi-speaker/7829234246.html,"""realistic 4"" hi-fi speaker Code"" -parts -repair"
YAMAHA M-45 NATURAL SOUND STEREO POWER AMPLIFIER,$300,East Syracuse,2025-02-21T17:35:50-0500,"QR Code Link to This Post


Up for sale is a Yamaha M-45 Natural Sound Stereo Power Amplifier. This amplifier is in great condition and works and looks great! There is no remote for the amplifier. I have been using this amp with a Yamaha CX-2 Natural Sound Pre-Amplifier to drive a set of beautiful NHT 2.5i floor standing tower speakers (piano finish).  I do have the remote for the pre-amp. Everything is in terrific condition and sounds amazing together. This is a quality lot of home stereo equipment.  If you are interested in the lot, I am asking $1200 (firm). I have the original boxes for these large heavy speaker. This setup is truly for the audiophile. If you would like pictures of the other items (if you are considering buying this lot) I can send you some for sure.  Otherwise this sale is for the amp pictured only.",https://syracuse.craigslist.org/ele/d/east-syracuse-yamaha-45-natural-sound/7828709246.html,"""yamaha m-45 natural sound stereo power amplifier"" -parts -repair"
Acoustic A40 Amp Tweed,$140,Unknown,2025-02-18T19:39:55-0500,"QR Code Link to This Post


Acoustic A40 Amp Tweed
$140 or make offer

Barely left house ..
Does have a little tear in fabric in back but Amp is mint otherwise used twice at home 

https://acousticcontrolcorp.com/dp/a40-40w-acoustic-guitar-combo-amp/

Description
The A40 Acoustic Instrument Amp is a full-featured amplifier with 40 watts of power and a full-range coaxial speaker that provides pristine acoustic tone.

You can connect your acoustic-electric instruments or any microphone via two combo inputs with independent level controls. The built-in digital effects can be customized and stored and the DSP-based automatic feedback elimination circuit constantly scans for and eliminates feedback.

Bluetooth connectivity provides an ultra-easy playback interface for your mobile devices and the direct out lets you connect with any PA system. The monitor style cabinet offers exceptional live monitoring.

A40 40W Acoustic Instrument Amp
Specifications
Power

40 Watts

Speaker

8"" full-range coaxial speaker

Inputs

Dual inputs with combo XLR-1/4″ jacks

EQ

3-band EQ with sweepable mid-range

Digital Effects

Single digital FX processor

FX Loop

Yes

Bluetooth

Auxiliary Bluetooth connectivity for instant backing tracks

Cabinet design

Ported cabinet design

Dimensions

18.3"" H x 17.3"" W x 16.5"" D

Weight

28.7 lbs",https://syracuse.craigslist.org/msg/d/syracuse-acoustic-a40-amp-tweed/7827883861.html,"""acoustic a40 amp tweed"" -parts -repair"
Fitbit Versa 4,$60,Unknown,2025-02-18T10:08:56-0500,"QR Code Link to This Post


Fitbit Versa 4, Cost $199 at Best Buy New, Great Condition, Asking $60.

Daily Readiness Score
Optimize your workout with a score that reveals if you're ready to exercise of should focus on recovery. You'll get a personalized activity goal for the day, plus recommended workouts or recovery sessions based on your score.1

Active Zone Minutes
Earn Active Zone Minutes for time spent in Fat burn, Cardio and Peak heart rate zones and stay accountable during workouts by seeing your efforts add up in real time. The more intense your activity, the more minutes you earn.

Built-in GPS
See your real-time pace & distance without your phone using built-in GPS during outdoor runs, rides, hikes and more, then see a map of your workout route in the Fitbit app.

40+ Exercise Modes
Track more exercises than ever--from strength training and HIIT to running and stand-up paddleboarding--right from Versa 4 and see your stats on your wrist to track your efforts in real time.

24/7 Heart Rate Tracking
With an advanced multipath sensor, Versa 4 delivers PurePulse 2.0--Fitbit's 24/7 continuous heart rate tracking for exercise, sleep tracking and everything in between.

Irregular Heart Rhythm Notifications
Check for signs of an irregular heart rhythm that may be atrial fibrillation (AFib), so you can share this information with your healthcare provider.

High & Low Heart Rate Notifications
Your heart rate is a key indicator of health, so stay informed when Versa 4 detects that your heart rate is above or below your threshold.

Notifications & Quick Replies
Get notifications for calls, texts, calendar events and apps--plus send quick replies and voice replies right from your wrist. Available when phone is nearby; quick replies & voice replies on Android only.

Calls from Your Wrist
Answer Bluetooth® calls hands-free using the built-in mic and speaker on Versa 4. Plus, easily send callers to voicemail and adjust volume from your wrist. Available when phone is nearby.

Google Maps
With Google Maps on your Fitbit watch, navigation is easier than ever. Explore a new route confidently with turn-by-turn directions on your wrist. (Phone must be nearby. Available on Android only, Coming Spring 2023 to iOS.)

Google Wallet
Tap your wrist to pay everywhere Google Pay is accepted. The quick, secure and contactless way to check out with your watch.

Built-in Voice Assistant
Use Amazon Alexa Built-in to get quick news and weather, set bedtime reminders and alarms, control your smart home devices and more--just by speaking to your watch.

6+ Day Battery Life
A day lasts 24 hours. So should your watch. With a 6+ day battery life, Fitbit Versa 4 tracks your morning, night & everything in between without needing to stop for a charge. Varies with use and other factors.

Designed for Fitness
Stay comfortable all day, during workouts, sleep and more with a thin, lightweight design that sits more naturally on the wrist.",https://syracuse.craigslist.org/jwl/d/east-syracuse-fitbit-versa/7827697899.html,"""fitbit versa 4"" -parts -repair"
B&K Based System,$600,Parish,2025-02-17T10:15:03-0500,"QR Code Link to This Post


B&K Stereo System $600.00, originally made in Buffalo, N.Y.

For sale are all the main components needed to make a complete stereo system. The $600.00 price is for the B&K Pre-Amp, B&K Amp, and Polk Speakers, and the Cambridge CD Player. The RCA cable connection between the amp and pre-amp and the speaker cables are included. I will also include an extra 1 meter RCA cable that can be used to hook up the CD player, etc. I just acquired a fantastic sounding Cambridge Audio D500 CD player. I will include the D500 as part of the system in the asking price. I also have a Klipsch KSW-10 subwoofer that could be added. This is something we could negotiate

Please note that the individual component average selling prices shown below are only shown so that you know their worth, and the worth of the System. The mix was put together because there was a good match in overall sound and balance.

Component - Manufacturer – Average selling price without shipping and sales tax

Pre Amplifier - B&K PT3 Series II - $200.00 ($25 - $35 Shipping + sales tax)
Amplifier - B&K ST- 260 60 W/8 ohm - $250.00 ($50 - $60 Shipping + sales tax)
Speakers - (Pair) Polk RT7 - $165.00 ($60 - $75 Shipping + sales tax)
CD Player – Cambridge Audio D500 - $250.00 ($25 - $35 Shipping + sales tax)
Sub Woofer – Klipsch KSW-10 - $100.00 ($50 - $60 Shipping + sales tax)
RCA Cable - Monster ½ meter 550i - $45.00
RCA Cable - Monster 1 meter 550i - $45.00
Speaker Wire - (Pair) Monster MCX-1s Length 8’ - $72.00

The total value of this system is $777.00. That value does not include shipping or sales tax, or the value of the D500 CD Player.

The PT3 is missing the original remote, but a new Redi Remote is included. The PT3 does not have a phono input. So if you want to use a turntable you would need a phono preamp such as a NAD-PP1 or PP2, or a turntable with a built in preamp, such as a Fluance RT81. I also just acquired a Pro-Ject PhonoBox phono preamplifier. If interested, it too can be added, again this is something we could negotiate.

Although this system is close to vintage, it sounds better than today's average integrated amp and will rival some of the high end separates that cost far more. If interested, bring some of your favorite music for an audition. This system sounds amazing; it would be well worth your time for a listen. Documentation and specs included. Pickup Only, no shipping.",https://syracuse.craigslist.org/ele/d/parish-bk-based-system/7827407621.html,"""b&k based system"" -parts -repair"
InFocus Screen Play Projector with 99” Power Screenand JVC 5 speaker S,$500,Syracuse,2025-02-17T09:28:11-0500,"QR Code Link to This Post


I’m selling this working system because I moved to an apartment from my home. 
The brand new power screen comes with a custom trim piece for ceiling mount and screen hangs in it.
The Project has a brand new bulb and was serviced at factory for many years of enjoyment.
The JVC AM FM 4 Cd /Blueray player is awesome and the sound is phenomenal. It is all packed up and ready to go. 
Pic of power screen on ceiling over picture and pic of projector with hanging mount.
Best Cash offer please.",https://syracuse.craigslist.org/ele/d/syracuse-infocus-screen-play-projector/7827394685.html,"""infocus screen play projector with 99” power screenand jvc 5 speaker s QR"" -parts -repair"
Amazon Echo Bluetooth Speaker,$10,North Syracuse,2025-02-14T23:02:30-0500,"QR Code Link to This Post


Amazon model MW46WB
Bluetooth Speaker
Excellent condition
Designed in Luxembourg
Input 14.0 volts, 1.44A",https://syracuse.craigslist.org/ele/d/syracuse-amazon-echo-bluetooth-speaker/7826853724.html,"""amazon echo bluetooth speaker Code"" -parts -repair"
Tzumi bass Bluetooth speaker,$20,North syracuse,2025-01-16T17:13:41-0500,"QR Code Link to This Post


Tzumi Bass Bluetooth speaker new $20 contact Rick at  show contact info
 speaker also lights up many different colors",https://syracuse.craigslist.org/ele/d/syracuse-tzumi-bass-bluetooth-speaker/7818901005.html,"""tzumi bass bluetooth speaker"" -parts -repair"
Surround sound speakers,$150,Syracuse,2025-02-14T15:08:36-0500,"QR Code Link to This Post


Cambridge soundworks hard wired.    Two mc100 front speakers.  One mc 150 middle speaker. Two Henry kloss 5.1 rear speakers.  One subwoofer bass cube 10 watt.  Six speakers in all.  All in same grey color.  All use manuals included.  100ft of speaker wire included. Over $900 brand new.  Call do not text- it is a landline.  See to appreciate & pick up.  show contact info",https://syracuse.craigslist.org/ele/d/syracuse-surround-sound-speakers/7826748425.html,"""surround sound speakers QR"" -parts -repair"
TC-Helicon VoiceSolo FX150 Powered Monitor,$200,Cicero,2025-02-13T14:11:41-0500,"QR Code Link to This Post


TC-Helicon VoiceSolo FX150 2-way 150 watt powered monitor with power supply and carrying case. Small, super lightweight, sounds great and gets really loud. Microphone stand mountable. 

I will not respond to ""it this still available"" inquiries. If it is listed, it is available.

Features:

Multi-purpose vocal monitor, guitar/bass amplifier, and portable PA speaker

Clear, loud sound served up by Tannoy 6.5"" two-way speaker and 150 watts of power

Easily mounts to any standard mic stand with the unique one-click Friction Grip system

Fine-tune your vocal sound with built-in Intelligent EQ, compression, and reverb

Full Range Full Response design is perfect for use as a guitar amplifier for bass amp too",https://syracuse.craigslist.org/msg/d/cicero-tc-helicon-voicesolo-fx150/7826453555.html,"""tc-helicon voicesolo fx150 powered monitor"" -parts -repair"
Bang & Olufsen Beosound A1 (2nd Generation) speaker,$300,Auburn,2025-02-12T19:16:42-0500,"QR Code Link to This Post


Bang & Olufsen Beosound A1 (2nd Generation) speaker 
-2 speakers for stereo pairing
-Not willing to sell separately",https://syracuse.craigslist.org/ele/d/auburn-bang-olufsen-beosound-a1-2nd/7826268359.html,"""bang & olufsen beosound a1 (2nd generation) speaker"" -parts -repair"
Speaker system,"$1,500",Auburn,2025-02-12T19:10:33-0500,"QR Code Link to This Post


Sonos Era 300 speakers, $400/ea or $750 for the pair.

Sonos Sub Gen 3, $700

Sanus WSSE32, $200

Or all 4 items for $1,500",https://syracuse.craigslist.org/ele/d/auburn-speaker-system/7826266716.html,"""speaker system"" -parts -repair"
Casio WK-7600    76-key workstation keyboard & new case,$325,CAZENOVIA,2025-02-12T13:46:35-0500,"QR Code Link to This Post


Incredible value for the quality of sounds and versatility. 820 world class tones organized by category, and each can be tweaked using filters, envelopes and more, to get that perfect tone that you desire. You get 260 preset rhythms at your fingertips. Choose to have just a drummer or the complete band at your disposal. Perfect for playing songs, as backing accompaniment or for songwriting. Nine strategically located sliders on the front panel that allow you to control the level of each harmonic overtone to produce a powerful and rich organ sound. Rotary speaker effects and percussion control are all instantly accessible. You may also dive deeper into edit mode to customize key click, overdrive, rotary speeds and more for the most authentic drawbar organ experience. These features are also available on other keyboards, but they can easily cost in excess of thousands of dollars.

Touch Response: 76 Piano-style keys
Polyphony (max): 64 (better than what you get on the casio wk-6600)
Tones: 820 incl 50 drawbar organ tones
Built-in Rhythms: 260, User Rhythms: 100
Reverb: 10 Types, Chorus: 5 Types
DSP: 100 Preset / 100 User (simultaneous use with Chorus not supported)
Modes: CASIO Chord, Fingered 1, Fingered 2 (6th off), Fingered 3 (on bass), Full Range Chord
Controllers: Start / Stop, Intro, Normal / Fill-in, Variation / Fill-in, Synchro / Editing
Pattern sequencer: real-time recording, step recording, quantize, Easy Edit, Event Editor, part parameters (100 user rhythms)
Rhythm Editor: Easy Edit using Patter Sequencer
Song Sequencer: 16 tracks + 1 system track supports up to 5 songs (Real time recording, step recording, song edit, track edit, event edit, punch in / out)
Mixer: 32 Channels + ext in (instrument or mic), 9 sliders
Layer / Split: Yes
Registration Memory: 6 sets x 16 banks, 100 user presets
One Touch Presets: 250
Pitch Bend Wheel: to 24 Semi-tomes
Sliders: 9
Audio Recorder: Up to 5 audio files
SD Memory Card Storage: SD or SDHC
Display Backlit LCD
Speakers: 12cm x 2 + 3cm x 2, bass-reflex system, speaker on/off
Line Out: L / Mono, R – Std jack
Mic In: Mono Std jack
Instrument In: Mono – Std jack
Audio In: Stereo – Mini jack
USB: Yes
Sustain Pedal: Std jack
Headphones: Stereo – Std jack
Power: 12V DC or six D cell batteries
Included Accessories: AC Adaptor & Case
Dimensions: 50 x 8 x 18 inches ; 25 pounds
Unit weight: 18.3 lbs.

Excellent shape - no scratches or blemishes.  Comes w/ power adapter and brand-new canvas case.",https://syracuse.craigslist.org/msg/d/cazenovia-casio-wk-key-workstation/7826164339.html,"""casio wk-7600 76-key workstation keyboard & case QR"" -parts -repair"
Boston Acoustics BA7800 5 piece powered speaker system,$100,Canastota,2025-01-25T10:51:26-0500,"QR Code Link to This Post


Works great. Fully functional and in good clean condition.

2 front speakers, 2 rear speakers and subwoofer.

Built-in amp. No need for a receiver. Easy setup, plug and play.

Great as PC speakers, but could also be connected to a smartphone via aux cable.

Control speaker has a built-in microphone.

Comes with all the cables you need.

$100 price is FIRM.

Text or email with questions please.

Will meet at sav-on gas station at:

8907 NY-13
Canastota, NY 13032",https://syracuse.craigslist.org/ele/d/verona-beach-boston-acoustics-ba-piece/7821211396.html,"""boston acoustics ba7800 5 piece powered speaker system"" -parts -repair"
Karaoke System,$50,Canastota,2025-02-05T20:06:49-0500,"QR Code Link to This Post


Comes with 2 microphones. Manual not included.


Testing performed:

- CD plays

- Speaker works

- Microphones work

- Mp3 plays from USB drive

- Recording mp3 to usb drive

- output to tv works

- SD works (4gb or less)


Untested:

- built in TV (did not have CDG disc to test)

Will meet up at the gas station on the map.
Text or email with any questions please.",https://syracuse.craigslist.org/ele/d/verona-beach-karaoke-system/7824361902.html,"""karaoke system"" -parts -repair"
Altec Lansing Satellite Speakers (2),$10,North Syracuse,2025-02-08T13:27:00-0500,"QR Code Link to This Post


Altec Lansing Model 221 Amplified Satellite Speakers (2). One missing speaker cover but it will be found.",https://syracuse.craigslist.org/ele/d/syracuse-altec-lansing-satellite/7825097651.html,"""altec lansing satellite speakers (2) Code"" -parts -repair"
Aperion audio led 5.1 home theater surround sound speakers,$825,BALDWINSVILLE,2025-02-02T20:37:11-0500,"QR Code Link to This Post


Up for sale is a hi-fi delight, 5.1 surround sound speaker set. 

The core of the system is two Aperion Audio Intimus 4t towers. Rich, pure, and expressive, these are a joy to listen to records in 2.0, and fill the room during movies with rich, detailed sound. 

Zooming around the sides, are two Aperion Audio Intimus 4b bookshelf speakers. Complete with speaker stands, these speakers pack a wallop for their size and will make you jump out of your chair in scary movie scenes (they're always behind you).

The center channel is a giant Klipsch Reference RC-52. Bringing voices to center stage in movies and tv, this speaker blends beautifully with the full throated power of the towers. 

Bringing the bass, is a monoprice premium 200 watt subwoofer. With an 8"" downward firing cone and a front port, you'll get all the rumble you want.  Adjust crossover and volume right on the unit so you can have as much or as little as you want. 

This system has been absolutely awesome for me for movies, music, and video games.  This set needs a good home, let it be yours.",https://syracuse.craigslist.org/ele/d/baldwinsville-aperion-audio-led-51-home/7823527845.html,"""aperion audio led 5.1 home theater surround sound speakers Link"" -parts -repair"
Ampeg Bass Speaker Cabinets,$300,Syracuse,2025-02-02T15:22:02-0500,"QR Code Link to This Post


(1) Ampeg PF-210HE cabinet
	•	23”H, 21”L, 14”D
	•	450W @ 8 ohms
(1) Ampeg PF-115HE cabinet
	•	23”H, 21”L, 14”D
	•	450W @ 8 ohms

Cash Only, Local pickup, serious inquiries text additional info and/or address for pick up.",https://syracuse.craigslist.org/msg/d/syracuse-ampeg-bass-speaker-cabinets/7823455140.html,"""ampeg bass speaker cabinets"" -parts -repair"
KARAOKE MACHINE / EMERSON VCR/DVD PLAYER,$45,Liverpool,2025-01-06T22:34:39-0500,"QR Code Link to This Post


MOYLEAF BLUE TOOTH KARAOKE MACHINE.WITH 2 WIRELESS MICS 15 WATTS OF POWER FM RADIO.USB INPUT..TF CARD INPUT..I PAD INPUT AND MORE VERY LOUD 8"" SPEAKER $45  FREE DELIVERY LOCALLY..THEN EMERSON VCR/ DVD PLAYER WORKS WELL $25 FREE DELIVERY LOCALLY ONLY  EMAIL...",https://syracuse.craigslist.org/ele/d/liverpool-karaoke-machine-emerson-vcr/7816257328.html,"""karaoke machine / emerson vcr/dvd player"" -parts -repair"
2 FLOOR MONITOR SPEAKERS 1 PEAVEY $40 1 FENDER $50,$0,Liverpool,2025-01-04T18:07:41-0500,"QR Code Link to This Post


2 MONITOR SPEAKERS AVAILABLE 1ST PEAVEY 10"" SPEAKER WITH HORN 65 WATTS GOOD CONDITION $40 THEN A FENDER 15"" WOOFER WITH DOUBLE HORN TWEETER WATTS VERY FROM 100 WATTS TO 400 WATTS MAX GOOD CONDITION $50 THEY ARE BIGGER THAN THEY LOOK IN PICTURES FREE DELIVERY LOCALLY SERIAL NUMBER AVAILABLE ON BOTH SPEAKERS YOU CAN RESERCH INFORMATION ON THEM",https://syracuse.craigslist.org/for/d/liverpool-floor-monitor-speakers-peavey/7815686313.html,"""2 floor monitor speakers 1 peavey $40 1 fender $50"" -parts -repair"
Speaker Wall Mounts,$20,Liverpool,2025-01-26T19:25:06-0500,"QR Code Link to This Post


Vogel’s Power Arm Space Saving System

VLB 12, Black, 44 lbs. max, 19” max speaker height.

I bought these for rear speaker surrounds and never opened them. They are brand new in box, unopened, still has the original plastic wrap, etc. 

Ebay has two: one for $24.90 (box is beat to $#!+) and one for $50.90.
I don’t see any on Amazon right now. Feel free to Google.",https://syracuse.craigslist.org/ele/d/liverpool-speaker-wall-mounts/7821599746.html,"""speaker wall mounts QR"" -parts -repair"
"bass amps: Ampeg tube heads V4B B25B SVT 810, Bag End",$10,Auburn,2025-01-26T13:55:00-0500,"QR Code Link to This Post


﻿Ampeg V-4B reissue tube amp, purchased new from Syracuse GC in fall of 2019. 100W. Seen fewer than 10 gigs. Collecting dust in studio. $1600 new. $1000 firm. brand new Tuki cover for $50.

SOLD Ampeg B-25B tube amp. I’ve been told “early Magnavox era… 1973-1974… 55-60W”. Gone over top to bottom by local tube amp expert Chuck Dean in Marcellus (Retro King Amps). $650 firm. brand new Tuki cover for $50.

Ampeg SVT 810 speaker cabinet. I’ve been told circa 1972? Flat back. Missing grill cover.  Looks like one speaker was repaired at some point, small glue spot. $800. brand new Tuki cover for $100.

Bag End S18B-D. Robust luxurious woofer for bass. see website for specs https://bagend.com/wp-content/uploads/2015/06/S18B-D.pdf. $300.",https://syracuse.craigslist.org/msg/d/auburn-bass-amps-ampeg-tube-heads-v4b/7821517522.html,"""bass amps: ampeg tube heads v4b b25b svt 810, bag end QR"" -parts -repair"
